22	-1	-0.05
32	-2	-0.10
41	-3	-0.11
50	-4	-0.11
57	-5	-0.14
63	-6	-0.17
69	-7	-0.17
75	-8	-0.17
80	-9	-0.20
87	-10	-0.14
92	-11	-0.20
97	-12	-0.20
102	-13	-0.20
107	-14	-0.20
112	-15	-0.20
117	-16	-0.20
122	-17	-0.20
126	-18	-0.25
132	-19	-0.17
136	-20	-0.25
140	-21	-0.25
145	-22	-0.20
149	-23	-0.25
154	-24	-0.20
158	-25	-0.25
162	-26	-0.25
167	-27	-0.20
172	-28	-0.20
176	-29	-0.25
180	-30	-0.25
184	-31	-0.25
189	-32	-0.20
193	-33	-0.25
197	-34	-0.25
201	-35	-0.25
205	-36	-0.25
209	-37	-0.25
214	-38	-0.20
218	-39	-0.25
222	-40	-0.25
226	-41	-0.25
230	-42	-0.25
234	-43	-0.25
238	-44	-0.25
242	-45	-0.25
246	-46	-0.25
250	-47	-0.25
254	-48	-0.25
259	-49	-0.20
263	-50	-0.25
267	-51	-0.25
271	-52	-0.25
275	-53	-0.25
279	-54	-0.25
283	-55	-0.25
287	-56	-0.25
291	-57	-0.25
294	-58	-0.33
299	-59	-0.20
303	-60	-0.25
307	-61	-0.25
311	-62	-0.25
315	-63	-0.25
319	-64	-0.25
323	-65	-0.25
327	-66	-0.25
331	-67	-0.25
335	-68	-0.25
338	-69	-0.33
343	-70	-0.20
347	-71	-0.25
351	-72	-0.25
355	-73	-0.25
359	-74	-0.25
363	-75	-0.25
367	-76	-0.25
371	-77	-0.25
375	-78	-0.25
378	-79	-0.33
382	-80	-0.25
387	-81	-0.20
391	-82	-0.25
395	-83	-0.25
399	-84	-0.25
403	-85	-0.25
407	-86	-0.25
410	-87	-0.33
414	-88	-0.25
418	-89	-0.25
422	-90	-0.25
427	-91	-0.20
431	-92	-0.25
435	-93	-0.25
438	-94	-0.33
442	-95	-0.25
446	-96	-0.25
450	-97	-0.25
454	-98	-0.25
458	-99	-0.25
462	-100	-0.25
